CAU638,S5473,2015,8,20,
CAU12254,S6637,2016,10,17,
CAU6890,S7754,2015,5,20,
CAU13241,S12840,2018,4,21,
CAU14284,S956,2016,9,20,
CAU14643,S2237,2018,1,20,
CAU10497,S8581,2018,10,11,
CAU7271,S4588,2015,4,15,
CAU678,S6848,2018,4,7,
CAU5,S7070,2019,7,9,
CAU3198,S10091,2019,9,19,
CAU8637,S7342,2018,1,10,
CAU6311,S2764,2016,4,20,
CAU1242,S1631,2018,7,6,
CAU8932,S8878,2016,6,19,
CAU7021,S11734,2016,2,23,
CAU1170,S9047,2016,4,21,
CAU14727,S5382,2018,1,14,
CAU11603,S12576,2018,1,8,
CAU1817,S5301,2019,1,17,
CAU1343,S617,2019,7,20,
CAU12432,S3314,2017,3,13,
CAU8972,S8944,2016,9,11,
CAU11466,S8517,2019,6,24,
CAU7617,S4273,2018,5,6,
CAU845,S10855,2018,8,11,
CAU5905,S1024,2015,5,4,
CAU4206,S127,2016,6,1,
CAU8482,S12944,2019,4,17,
CAU8455,S2774,2018,11,25,
CAU14345,S12035,2015,2,2,
CAU6287,S10352,2015,9,14,
CAU9316,S2036,2019,10,21,
CAU4640,S11437,2018,11,9,
CAU10071,S1515,2019,8,22,
CAU14361,S3433,2017,1,11,
CAU8780,S3856,2018,3,22,
CAU4609,S4778,2015,3,22,
CAU7982,S1136,2018,8,1,
CAU11437,S7538,2019,5,14,
CAU13924,S8767,2019,1,12,
CAU54,S9255,2015,3,20,
CAU14955,S563,2019,10,12,
CAU8833,S1393,2018,2,9,
CAU10652,S9287,2018,4,20,
CAU3189,S2866,2018,10,16,
CAU4375,S4168,2015,6,14,
CAU2553,S9988,2015,6,2,
CAU13022,S7251,2018,10,23,
CAU11836,S244,2018,11,17,
CAU11632,S3723,2019,10,14,
CAU7599,S440,2019,1,14,
CAU12285,S11385,2019,2,1,
CAU7745,S5380,2017,6,17,
CAU11802,S4882,2018,8,12,
CAU6982,S350,2015,7,12,
CAU7290,S9835,2017,2,18,
CAU2331,S11007,2018,5,24,
CAU14894,S6505,2019,10,11,
CAU5990,S7617,2019,8,20,
CAU10258,S2083,2019,1,25,
CAU359,S12286,2019,9,4,
CAU6087,S10820,2016,6,14,
CAU5817,S9798,2019,5,19,
CAU10222,S2998,2016,2,5,
CAU8990,S12507,2015,9,6,
CAU8557,S4453,2016,8,3,
CAU4082,S3392,2016,6,3,
CAU777,S6153,2018,6,25,
CAU250,S3009,2017,1,21,
CAU9648,S4038,2019,2,6,
CAU10806,S10830,2015,10,7,
CAU13087,S4617,2018,5,16,
CAU7519,S7095,2019,3,6,
CAU9322,S1409,2018,1,7,
CAU8547,S5876,2015,9,19,
CAU10752,S2453,2015,9,9,
CAU8295,S337,2016,6,8,
CAU3568,S3835,2016,2,18,
CAU5998,S2538,2019,4,23,
CAU4785,S12855,2015,1,18,
CAU6743,S187,2017,5,7,
CAU9271,S5576,2018,2,9,
CAU6793,S3501,2017,5,4,
CAU13578,S6985,2018,4,18,
CAU11094,S11170,2015,2,3,
CAU303,S7209,2019,8,5,
CAU14889,S10416,2019,6,5,
CAU9090,S12691,2018,4,21,
CAU14757,S9280,2015,2,18,
CAU2159,S4809,2016,6,2,
CAU5631,S8437,2017,5,19,
CAU2875,S10409,2016,4,3,
CAU7088,S5523,2016,2,7,
CAU13284,S12726,2016,10,14,
CAU6101,S12542,2016,10,19,
CAU5730,S5242,2019,1,11,
CAU10059,S3635,2018,1,21,
CAU9734,S12812,2015,9,6,
CAU12465,S426,2016,8,3,
CAU2551,S6404,2016,6,6,
CAU14752,S11022,2019,3,20,
CAU9002,S4467,2017,2,11,
CAU5271,S7758,2018,1,4,
CAU173,S6292,2017,4,13,
CAU5029,S2986,2017,8,6,
CAU3213,S6753,2018,9,1,
CAU11720,S4554,2019,1,17,
CAU4047,S6721,2018,11,14,
CAU5844,S3198,2016,4,20,
CAU10467,S8723,2015,6,23,
CAU8759,S9653,2016,4,9,
CAU1255,S6233,2016,4,13,
CAU8955,S9309,2019,3,5,
CAU4788,S781,2017,2,4,
CAU6834,S7190,2018,2,4,
CAU4539,S7060,2016,6,16,
CAU3738,S1671,2017,4,10,
CAU14567,S8354,2018,6,22,
CAU5806,S12927,2015,2,8,
CAU12646,S9581,2017,8,18,
CAU340,S3246,2015,11,14,
CAU13070,S1294,2017,3,16,
CAU9636,S11559,2015,11,16,
CAU552,S10088,2015,11,24,
CAU2461,S11162,2017,3,14,
CAU2478,S12688,2017,1,20,
CAU12297,S8988,2019,6,17,
CAU963,S5693,2016,2,23,
CAU13803,S9665,2019,4,22,
CAU6344,S6083,2015,2,3,
CAU3818,S2763,2019,8,22,
CAU12467,S11388,2016,9,3,
CAU7520,S798,2019,6,21,
CAU13424,S956,2019,1,7,
CAU877,S12574,2016,1,1,
CAU12529,S4713,2018,6,6,
CAU13643,S5380,2017,2,15,
CAU14042,S10463,2015,3,15,
CAU5691,S65,2019,2,9,
CAU1108,S4552,2016,4,5,
CAU11495,S9815,2016,8,11,
CAU11428,S5979,2019,8,2,
CAU826,S8152,2015,5,25,
CAU7379,S11739,2019,3,1,
CAU580,S6311,2019,8,4,
CAU9084,S5293,2019,5,20,
CAU13959,S3680,2017,8,16,
CAU12435,S6390,2019,10,16,
CAU14643,S5217,2017,3,16,
CAU12470,S11313,2016,11,4,
CAU9721,S6872,2016,2,25,
CAU2618,S7220,2017,5,2,
CAU662,S9084,2018,1,7,
CAU2137,S6987,2019,10,3,
CAU14538,S6971,2019,6,13,
CAU11166,S11523,2019,9,5,
CAU9316,S485,2019,5,21,
CAU10326,S11940,2019,1,15,
CAU4984,S7765,2019,2,22,
CAU4133,S331,2018,10,17,
CAU7810,S11624,2015,10,20,
CAU3974,S11104,2016,1,23,
CAU264,S2327,2016,7,24,
CAU10872,S10997,2019,2,13,
CAU5574,S10163,2019,10,4,
CAU3568,S6765,2015,8,25,
CAU2434,S1873,2016,10,16,
CAU11118,S6583,2017,5,19,
CAU11726,S1504,2018,7,9,
CAU5091,S8799,2015,10,20,
CAU13264,S147,2016,4,25,
CAU8627,S1796,2019,5,12,
CAU3421,S7654,2015,7,11,
CAU11838,S11240,2019,10,8,
CAU12217,S2575,2015,5,11,
CAU7203,S11330,2019,1,20,
CAU9847,S2132,2017,6,20,
CAU6025,S988,2017,8,6,
CAU10628,S8615,2017,4,23,
CAU1327,S7251,2016,1,1,
CAU14251,S11396,2016,3,10,
CAU12935,S8153,2016,10,2,
CAU14142,S3862,2017,4,23,
CAU8906,S341,2018,11,3,
CAU14150,S11319,2016,6,2,
CAU6355,S3044,2016,8,4,
CAU9093,S12941,2015,4,15,
CAU3488,S6174,2019,2,14,
CAU10175,S5778,2018,8,25,
CAU5355,S7742,2016,6,17,
CAU7077,S11204,2019,8,8,
CAU6307,S984,2015,3,14,
CAU7485,S756,2016,1,14,
CAU11117,S4638,2018,5,22,
CAU3416,S5386,2019,8,9,
CAU11523,S531,2016,3,1,
CAU10629,S7355,2015,1,14,
CAU7980,S8753,2017,4,6,
CAU12068,S9123,2018,6,15,
CAU8938,S6417,2015,4,18,
CAU6848,S2811,2015,8,25,
CAU6486,S7366,2015,2,20,
CAU9085,S9989,2018,1,17,
CAU552,S2051,2015,10,13,
CAU13162,S1929,2019,2,12,
CAU8022,S2053,2015,9,3,
CAU14810,S2895,2016,9,4,
CAU578,S8049,2019,9,25,
CAU1158,S10145,2016,3,10,
CAU12977,S3926,2016,8,18,
CAU6964,S7799,2015,10,7,
CAU10178,S5056,2019,9,7,
CAU11207,S11586,2019,4,8,
CAU8447,S10998,2018,1,13,
CAU10314,S10037,2016,5,3,
CAU6842,S6068,2019,4,5,
CAU5496,S12083,2019,3,2,
CAU319,S12,2017,5,15,
CAU12776,S7361,2016,2,17,
CAU7394,S9638,2019,8,20,
CAU11515,S1092,2017,3,16,
CAU10471,S6435,2017,1,13,
CAU10142,S8685,2015,5,10,
CAU9987,S1959,2018,8,18,
CAU7791,S12203,2016,1,7,
CAU1847,S1177,2016,2,5,
CAU13805,S328,2015,8,4,
CAU13063,S6483,2018,11,23,
CAU8274,S1985,2015,1,20,
CAU4088,S11445,2016,11,10,
CAU6862,S8641,2016,4,7,
CAU863,S170,2019,4,19,
CAU1479,S12680,2017,6,13,
CAU5718,S6670,2017,10,7,
CAU5643,S5028,2016,9,20,
CAU13105,S6096,2015,4,15,
CAU10858,S9579,2017,8,10,
CAU11775,S8071,2018,5,8,
CAU5008,S7891,2017,2,11,
CAU5819,S4438,2016,9,17,
CAU12288,S114,2018,6,14,
CAU5143,S839,2018,8,11,
CAU4923,S6923,2016,6,3,
CAU10048,S2376,2018,11,13,
CAU14786,S704,2017,5,20,
CAU11593,S12397,2016,5,11,
CAU9447,S386,2016,8,17,
CAU11205,S3549,2016,5,9,
CAU10304,S11899,2019,6,15,
CAU1148,S489,2016,3,19,
CAU8343,S11290,2018,4,3,
CAU14017,S1222,2018,2,7,
CAU3060,S8551,2018,1,10,
CAU3623,S2990,2016,9,14,
CAU4350,S10261,2018,10,23,
CAU71,S9934,2016,5,5,
CAU5212,S4175,2017,6,25,
CAU1473,S4581,2016,4,9,
CAU4772,S6557,2018,7,16,
CAU1977,S12152,2017,9,21,
CAU12161,S1665,2018,8,16,
CAU11170,S6700,2016,3,10,
CAU955,S822,2018,2,19,
CAU6754,S3047,2016,7,25,
CAU1574,S8332,2017,11,15,
CAU14304,S3692,2019,3,2,
CAU9265,S4098,2018,8,22,
CAU647,S7408,2018,1,10,
CAU4665,S721,2015,5,18,
CAU14230,S3425,2017,4,10,
CAU11919,S8184,2017,9,17,
CAU6611,S4051,2016,1,16,
CAU8382,S6522,2017,11,8,
CAU14863,S2443,2018,9,4,
CAU11070,S4625,2017,3,18,
CAU966,S6135,2015,2,17,
CAU11090,S2219,2019,5,15,
CAU42,S9225,2019,10,20,
CAU14850,S233,2018,11,15,
CAU8465,S2739,2019,11,13,
CAU10443,S12644,2019,11,17,
CAU13267,S7174,2017,4,11,
CAU11631,S3934,2018,10,9,
CAU8328,S8010,2016,3,12,
CAU3781,S9272,2018,2,21,
CAU7214,S7956,2018,7,14,
CAU12561,S11032,2017,1,21,
CAU13916,S5495,2018,9,24,
CAU1344,S6709,2019,5,14,
CAU3992,S11694,2018,10,1,
CAU464,S11109,2019,7,22,
CAU3835,S5734,2018,7,9,
CAU1366,S8983,2017,7,9,
CAU7380,S7115,2019,3,3,
CAU7153,S4470,2017,8,19,
CAU5991,S8780,2015,9,14,
CAU3138,S4883,2018,10,9,
CAU14814,S5229,2017,5,18,
CAU13705,S9284,2017,1,4,
CAU3552,S7534,2019,8,8,
CAU3194,S6957,2018,7,23,
CAU6943,S7224,2015,11,22,
CAU10026,S113,2016,7,18,
CAU4446,S11085,2016,1,20,
CAU9590,S4206,2016,6,17,
CAU7557,S12398,2017,4,24,
CAU6545,S3580,2016,3,22,
CAU14767,S9001,2017,10,9,
CAU12649,S12134,2015,1,18,
CAU12846,S11215,2017,8,1,
CAU14887,S8972,2015,4,2,
CAU2713,S868,2018,9,15,
CAU13148,S9857,2016,5,13,
CAU13553,S8431,2018,9,6,
CAU14068,S871,2015,5,14,
CAU5851,S9366,2018,1,2,
CAU13875,S5057,2017,11,22,
CAU7545,S9025,2015,4,19,
CAU12922,S1672,2018,5,22,
CAU8374,S6943,2016,6,1,
CAU7520,S8632,2017,3,20,
CAU1031,S12392,2019,9,19,
CAU11942,S11739,2016,1,22,
CAU7780,S1018,2015,6,14,
CAU12229,S5192,2018,8,2,
CAU11602,S3733,2017,1,3,
CAU9051,S1438,2018,5,9,
CAU4858,S7725,2017,9,24,
CAU8981,S6888,2016,10,9,
CAU389,S9779,2018,9,17,
CAU7911,S10397,2019,5,11,
CAU4751,S4822,2017,4,15,
CAU5786,S6212,2015,5,5,
CAU10958,S11583,2018,7,11,
CAU4943,S12794,2015,9,1,
CAU3833,S4391,2019,5,19,
CAU1850,S9226,2019,8,23,
CAU11142,S3908,2019,11,4,
CAU4823,S6687,2017,2,17,
CAU3967,S5299,2015,3,9,
CAU10980,S2653,2016,6,25,
CAU9641,S1891,2015,7,3,
CAU5074,S11497,2019,4,3,
CAU11712,S12810,2017,9,2,
CAU1776,S10512,2016,11,10,
CAU803,S1432,2015,4,17,
CAU12833,S3371,2017,11,18,
CAU11807,S871,2017,10,8,
CAU12498,S11472,2018,8,21,
CAU1788,S12512,2018,10,17,
CAU2887,S9787,2015,11,10,
CAU10513,S3985,2017,4,6,
CAU527,S2333,2015,6,17,
CAU1786,S2607,2017,4,15,
CAU2393,S6901,2015,8,22,
CAU5645,S10255,2016,3,11,
CAU5657,S894,2019,11,2,
CAU994,S12839,2017,8,17,
CAU3492,S2194,2017,6,10,
CAU1711,S7501,2017,6,7,
CAU7917,S7568,2019,9,22,
CAU162,S2507,2016,1,21,
CAU2344,S10819,2015,5,14,
CAU11801,S12084,2016,5,23,
CAU8101,S7555,2016,11,19,
CAU3910,S4019,2015,2,14,
CAU13785,S4968,2019,8,19,
CAU13038,S4487,2016,1,24,
CAU7121,S6817,2018,5,9,
CAU11684,S5673,2017,2,18,
CAU4372,S2536,2015,11,9,
CAU5251,S9952,2016,7,15,
CAU12423,S11180,2017,7,20,
CAU7526,S1088,2015,1,7,
CAU11415,S3460,2017,11,22,
CAU12180,S10610,2018,2,25,
CAU6657,S7611,2015,2,16,
CAU140,S12325,2016,8,23,
CAU12914,S10844,2015,7,25,
CAU3440,S7400,2015,8,22,
CAU9718,S8631,2016,3,6,
CAU2027,S10998,2018,2,23,
CAU3099,S877,2016,10,3,
CAU2489,S6691,2018,3,1,
CAU2730,S8520,2015,4,12,
CAU1205,S6783,2019,5,15,
CAU6398,S10261,2019,4,8,
CAU7029,S9809,2018,5,12,
CAU4855,S9095,2015,6,2,
CAU7654,S8708,2016,5,25,
CAU1658,S5221,2015,6,1,
CAU3642,S7802,2017,4,16,
CAU10094,S8759,2019,3,13,
CAU14864,S4562,2018,3,17,
CAU2031,S8785,2019,6,13,
CAU12761,S2133,2017,11,1,
CAU13655,S11357,2016,2,18,
CAU10235,S9135,2017,10,22,
CAU14980,S1206,2018,9,3,
CAU12730,S4431,2017,8,25,
CAU8244,S10344,2018,9,20,
CAU8477,S5665,2017,10,10,
CAU7214,S2249,2016,11,12,
CAU12510,S172,2015,2,7,
CAU5701,S5631,2018,8,23,
CAU3266,S1275,2017,1,19,
CAU7875,S3464,2019,3,24,
CAU5455,S8391,2017,11,25,
CAU309,S6894,2019,5,11,
CAU11760,S3170,2016,7,5,
CAU4925,S5143,2017,10,25,
CAU12481,S9933,2018,7,2,
CAU10987,S2780,2019,2,5,
CAU11553,S12694,2017,7,11,
CAU12290,S1889,2016,2,19,
CAU5226,S1391,2019,10,5,
CAU5451,S5300,2018,4,12,
CAU10109,S6068,2019,3,7,
CAU14121,S6928,2017,3,8,
CAU6829,S9405,2016,11,6,
CAU3387,S7894,2016,8,21,
CAU7218,S8497,2017,4,19,
CAU9256,S1291,2017,5,10,
CAU2687,S9614,2019,10,16,
CAU10706,S4712,2016,9,1,
CAU2403,S12594,2019,6,18,
CAU3849,S9795,2018,3,22,
CAU13403,S2492,2017,6,24,
CAU11620,S1094,2018,3,16,
CAU5235,S1080,2016,2,12,
CAU13108,S1729,2016,11,9,
CAU5968,S8684,2015,7,17,
CAU3257,S11035,2015,6,22,
CAU10756,S12368,2015,9,10,
CAU5614,S7783,2019,10,19,
CAU10165,S548,2017,3,21,
CAU1828,S6027,2018,9,1,
CAU9392,S11935,2019,9,7,
CAU624,S9561,2017,4,6,
CAU13886,S2471,2015,7,18,
CAU1519,S5190,2018,5,1,
CAU19,S9899,2015,1,7,
CAU4811,S8408,2018,1,15,
CAU4038,S915,2017,7,15,
CAU6364,S10474,2017,7,19,
CAU11338,S2804,2016,3,20,
CAU7048,S515,2019,4,1,
CAU9360,S4954,2018,3,5,
CAU1224,S5606,2019,10,9,
CAU9908,S11122,2018,2,20,
CAU12381,S9626,2018,3,6,
CAU11843,S6909,2019,2,16,
CAU7977,S4303,2019,8,25,
CAU5636,S6682,2018,8,11,
CAU12106,S5456,2019,9,17,
CAU1769,S37,2018,6,19,
CAU2967,S2864,2019,8,8,
CAU919,S12161,2019,10,7,
CAU5818,S300,2017,1,6,
CAU5940,S2277,2015,9,7,
CAU12455,S7426,2015,3,14,
CAU9944,S12074,2019,11,2,
CAU11413,S12636,2019,5,7,
CAU10150,S6018,2019,3,11,
CAU14211,S8662,2019,11,2,
CAU13837,S12490,2015,7,6,
CAU2931,S12086,2017,5,20,
CAU12667,S1859,2017,7,20,
CAU6950,S2522,2016,8,18,
CAU1981,S6993,2017,4,15,
CAU3595,S8324,2015,1,15,
CAU11253,S12676,2018,9,18,
CAU13124,S703,2018,3,3,
CAU9689,S5212,2015,5,8,
CAU2979,S939,2016,6,2,
CAU5619,S5988,2016,7,12,
CAU14838,S7310,2015,3,19,
CAU8764,S2374,2015,2,16,
CAU13817,S9240,2019,11,19,
CAU4047,S11024,2019,10,14,
CAU4020,S9658,2016,4,2,
CAU9672,S12070,2015,9,18,
CAU8766,S11055,2016,8,8,
CAU242,S3183,2019,9,16,
CAU8684,S598,2017,3,7,
CAU8934,S10930,2017,6,2,
CAU8940,S8489,2019,8,9,
CAU190,S4685,2019,1,17,
CAU1336,S9747,2015,9,11,
CAU9920,S12617,2016,9,19,
CAU11157,S12330,2015,4,24,
CAU560,S1124,2015,4,3,
CAU1973,S6325,2015,8,22,
CAU935,S1871,2017,10,20,
CAU163,S10931,2015,4,17,
CAU13135,S2293,2018,6,19,
CAU3262,S11003,2018,4,12,
CAU11492,S7491,2015,10,8,
CAU3806,S4818,2016,4,17,
CAU7525,S1181,2016,2,24,
CAU4560,S3002,2019,11,1,
CAU12869,S10228,2018,4,1,
CAU1345,S7516,2017,2,1,
CAU8368,S2883,2019,10,11,
CAU143,S1765,2016,1,5,
CAU2430,S12625,2017,1,23,
CAU13950,S12732,2015,7,5,
CAU2045,S2879,2016,11,25,
CAU10821,S6610,2016,5,25,
CAU11113,S3885,2018,8,14,
CAU11025,S19,2018,9,5,
CAU3570,S11260,2018,8,11,
CAU1868,S1163,2016,7,10,
CAU5211,S7418,2018,4,7,
CAU11273,S8259,2016,5,1,
CAU11583,S1239,2015,6,1,
CAU7594,S5903,2015,2,25,
CAU3748,S12045,2018,4,25,
CAU1073,S6706,2019,2,11,
CAU6960,S2560,2018,8,15,
CAU2122,S10333,2015,11,18,
CAU3619,S5080,2017,4,17,
CAU8006,S11575,2017,1,11,
CAU2945,S10006,2015,10,12,
CAU2826,S9724,2015,2,11,
CAU1203,S1302,2016,9,20,
CAU5514,S4611,2019,6,16,
CAU3494,S8104,2018,5,11,
CAU6927,S7665,2018,3,24,
CAU446,S3120,2017,6,9,
CAU2702,S11231,2016,11,14,
CAU3694,S495,2017,7,5,
CAU517,S590,2017,8,8,
CAU4891,S12861,2017,10,20,
CAU4036,S6286,2016,2,11,
CAU547,S10040,2018,5,8,
CAU6196,S5115,2015,8,1,
CAU11375,S8510,2015,3,15,
CAU5443,S12631,2015,3,11,
CAU3736,S997,2018,9,20,
CAU14797,S1900,2017,5,7,
CAU13494,S2368,2019,2,5,
CAU9132,S10881,2018,2,10,
CAU2223,S196,2015,9,6,
CAU13394,S10926,2018,8,16,
CAU2555,S12827,2018,3,22,
CAU10578,S10290,2016,9,11,
CAU10517,S6983,2016,3,10,
CAU2581,S8142,2019,2,23,
CAU7731,S10472,2015,9,21,
CAU13759,S5869,2019,9,12,
CAU1517,S10579,2019,3,13,
CAU2175,S7409,2016,3,7,
CAU3570,S10809,2018,9,14,
CAU5666,S3176,2017,10,25,
CAU11901,S6910,2016,11,5,
CAU9426,S12322,2016,6,14,
CAU11929,S7625,2017,11,6,
CAU8278,S7416,2016,9,9,
CAU10481,S7649,2018,9,2,
CAU12065,S5618,2016,5,14,
CAU7869,S6931,2018,8,17,
CAU6372,S5313,2017,3,24,
CAU12418,S8323,2016,2,7,
CAU2971,S2482,2016,8,1,
CAU2916,S4423,2015,9,21,
CAU8922,S9773,2019,11,18,
CAU2834,S8110,2017,7,13,
CAU2855,S1886,2015,5,11,
CAU3758,S6399,2015,11,7,
CAU13387,S11440,2017,7,22,
CAU1423,S1956,2017,1,7,
