CAU142,B142,author88,Fox,2016,
CAU143,B143,author90,Wolf,2002,
CAU144,B144,author70,Dog,2022,
CAU145,B145,author81,Fox,2011,
CAU146,B146,author1,Fox,2019,
CAU147,B147,author26,Wolf,2016,
CAU148,B148,author58,Fox,2008,
CAU149,B149,author94,Wolf,2012,
CAU150,B150,author88,Fox,2020,
CAU151,B151,author26,Dog,2015,
CAU152,B152,author21,Dog,2017,
CAU153,B153,author71,Dog,2019,
CAU154,B154,author67,Dog,2019,
CAU155,B155,author98,Wolf,2025,
CAU156,B156,author25,CAT,2004,
CAU157,B157,author72,Dog,2020,
CAU158,B158,author90,Fox,2000,
CAU159,B159,author47,Dog,2018,
CAU160,B160,author69,Fox,2026,
CAU161,B161,author17,CAT,2007,
CAU162,B162,author25,Fox,2004,
CAU163,B163,author87,CAT,2028,
CAU164,B164,author43,Wolf,2002,
CAU165,B165,author46,Dog,2009,
CAU166,B166,author25,Wolf,2020,
CAU167,B167,author63,CAT,2024,
CAU168,B168,author96,Fox,2015,
CAU169,B169,author29,CAT,2006,
CAU170,B170,author46,Wolf,2020,
CAU171,B171,author29,Wolf,2002,
CAU172,B172,author51,Wolf,2019,
CAU173,B173,author41,CAT,2012,
CAU174,B174,author48,Wolf,2015,
CAU175,B175,author41,Dog,2028,
CAU176,B176,author17,Wolf,2027,
CAU177,B177,author84,CAT,2020,
CAU178,B178,author71,CAT,2015,
CAU179,B179,author23,Dog,2010,
CAU180,B180,author19,Dog,2027,
CAU181,B181,author64,CAT,2011,
CAU182,B182,author9,Dog,2017,
CAU183,B183,author82,Dog,2013,
CAU184,B184,author64,CAT,2009,
CAU185,B185,author25,Wolf,2026,
CAU186,B186,author13,CAT,2013,
CAU187,B187,author8,Fox,2006,
CAU188,B188,author58,Fox,2020,
CAU189,B189,author35,Dog,2007,
CAU190,B190,author42,Fox,2024,
CAU191,B191,author7,Dog,2000,
CAU192,B192,author95,Fox,2001,
CAU193,B193,author80,CAT,2018,
CAU194,B194,author32,Fox,2001,
CAU195,B195,author52,Wolf,2018,
CAU196,B196,author81,Fox,2000,
CAU197,B197,author77,Dog,2020,
CAU198,B198,author4,CAT,2017,
CAU199,B199,author7,Dog,2008,
CAU200,B200,author74,Fox,2027,
CAU201,B201,author31,CAT,2019,
CAU202,B202,author47,Dog,2025,
CAU203,B203,author39,Dog,2028,
CAU204,B204,author18,Fox,2000,
CAU205,B205,author20,CAT,2009,
CAU206,B206,author55,CAT,2010,
CAU207,B207,author52,CAT,2016,
CAU208,B208,author80,Dog,2020,
CAU209,B209,author57,Fox,2025,
CAU210,B210,author13,Wolf,2023,
CAU211,B211,author30,CAT,2021,
CAU212,B212,author53,Dog,2007,
CAU213,B213,author39,Wolf,2002,
CAU214,B214,author64,CAT,2021,
CAU215,B215,author73,CAT,2014,
CAU216,B216,author56,Dog,2006,
CAU217,B217,author53,Dog,2022,
CAU218,B218,author76,Wolf,2001,
CAU219,B219,author40,Fox,2015,
CAU220,B220,author99,Dog,2012,
CAU221,B221,author18,Wolf,2015,
CAU222,B222,author84,CAT,2008,
CAU223,B223,author7,Dog,2008,
CAU224,B224,author90,CAT,2013,
CAU225,B225,author90,CAT,2013,
CAU226,B226,author81,Wolf,2027,
CAU227,B227,author70,CAT,2025,
CAU228,B228,author37,Fox,2008,
CAU229,B229,author40,Wolf,2003,
CAU230,B230,author67,Fox,2019,
CAU231,B231,author99,Wolf,2008,
CAU232,B232,author44,CAT,2008,
CAU233,B233,author7,Fox,2011,
CAU234,B234,author22,Wolf,2011,
CAU235,B235,author76,CAT,2003,
CAU236,B236,author48,Wolf,2006,
CAU237,B237,author2,Fox,2001,
CAU238,B238,author62,Dog,2022,
CAU239,B239,author29,Dog,2007,
CAU240,B240,author27,Dog,2012,
CAU241,B241,author47,Wolf,2011,
CAU242,B242,author61,CAT,2020,
CAU243,B243,author33,CAT,2018,
CAU244,B244,author23,Dog,2018,
CAU245,B245,author12,CAT,2016,
CAU246,B246,author70,Dog,2022,
CAU247,B247,author85,Wolf,2013,
CAU248,B248,author31,CAT,2015,
CAU249,B249,author6,Dog,2009,
CAU250,B250,author19,CAT,2005,
CAU251,B251,author65,Wolf,2004,
CAU252,B252,author47,CAT,2000,
CAU253,B253,author21,Fox,2020,
CAU254,B254,author23,CAT,2014,
CAU255,B255,author85,CAT,2021,
CAU256,B256,author67,Fox,2012,
CAU257,B257,author84,CAT,2009,
CAU258,B258,author14,Fox,2012,
CAU259,B259,author16,CAT,2016,
CAU260,B260,author1,CAT,2024,
CAU261,B261,author82,CAT,2028,
CAU262,B262,author2,Fox,2004,
CAU263,B263,author87,Fox,2029,
CAU264,B264,author27,Dog,2005,
CAU265,B265,author51,Wolf,2000,
CAU266,B266,author35,Wolf,2003,
CAU267,B267,author13,Wolf,2013,
CAU268,B268,author59,Wolf,2019,
CAU269,B269,author18,CAT,2007,
CAU270,B270,author29,Wolf,2019,
CAU271,B271,author86,Wolf,2001,
CAU272,B272,author8,Fox,2009,
CAU273,B273,author20,Wolf,2020,
CAU274,B274,author9,Fox,2001,
CAU275,B275,author82,Wolf,2015,
CAU276,B276,author39,Fox,2007,
CAU277,B277,author62,Fox,2010,
CAU278,B278,author2,Wolf,2018,
CAU279,B279,author96,Dog,2007,
CAU280,B280,author69,Dog,2021,
CAU281,B281,author71,Dog,2004,
CAU282,B282,author17,CAT,2021,
CAU283,B283,author25,CAT,2016,
CAU284,B284,author60,Fox,2015,
CAU285,B285,author73,Wolf,2011,
CAU286,B286,author76,CAT,2001,
CAU287,B287,author20,Wolf,2016,
CAU288,B288,author28,Wolf,2017,
CAU289,B289,author38,Fox,2004,
CAU290,B290,author5,Fox,2004,
CAU291,B291,author71,Fox,2015,
CAU292,B292,author3,Wolf,2028,
CAU293,B293,author87,CAT,2026,
CAU294,B294,author14,CAT,2025,
CAU295,B295,author96,Fox,2000,
CAU296,B296,author30,Dog,2016,
CAU297,B297,author33,Fox,2013,
CAU298,B298,author38,Fox,2020,
CAU299,B299,author81,Wolf,2023,
CAU300,B300,author63,CAT,2025,
CAU301,B301,author45,CAT,2015,
CAU302,B302,author35,CAT,2025,
CAU303,B303,author66,Fox,2025,
CAU304,B304,author5,Dog,2004,
CAU305,B305,author42,Fox,2016,
CAU306,B306,author15,CAT,2014,
CAU307,B307,author90,Dog,2014,
CAU308,B308,author39,Fox,2003,
CAU309,B309,author21,Fox,2020,
CAU310,B310,author73,Wolf,2001,
CAU311,B311,author33,CAT,2027,
CAU312,B312,author28,Fox,2027,
CAU313,B313,author61,Fox,2015,
CAU314,B314,author80,Fox,2009,
CAU315,B315,author97,CAT,2009,
CAU316,B316,author96,Wolf,2027,
CAU317,B317,author97,CAT,2025,
CAU318,B318,author70,Wolf,2028,
CAU319,B319,author43,Wolf,2000,
CAU320,B320,author51,Wolf,2025,
CAU321,B321,author60,Dog,2022,
CAU322,B322,author4,Wolf,2009,
CAU323,B323,author34,Dog,2012,
CAU324,B324,author8,Wolf,2014,
CAU325,B325,author52,Dog,2010,
CAU326,B326,author31,Fox,2008,
CAU327,B327,author32,Fox,2024,
CAU328,B328,author17,CAT,2000,
CAU329,B329,author67,Dog,2021,
CAU330,B330,author24,CAT,2008,
CAU331,B331,author61,Dog,2007,
CAU332,B332,author98,Dog,2002,
CAU333,B333,author74,Dog,2026,
CAU334,B334,author80,Dog,2020,
CAU335,B335,author73,Dog,2018,
CAU336,B336,author49,Fox,2029,
CAU337,B337,author55,Dog,2011,
CAU338,B338,author82,CAT,2009,
CAU339,B339,author0,Dog,2002,
CAU340,B340,author80,Wolf,2006,
CAU341,B341,author90,Fox,2027,
CAU342,B342,author86,CAT,2001,
CAU343,B343,author32,Wolf,2003,
CAU344,B344,author50,Dog,2021,
CAU345,B345,author33,Wolf,2020,
CAU346,B346,author75,Dog,2005,
CAU347,B347,author16,Dog,2017,
CAU348,B348,author92,Dog,2006,
CAU349,B349,author50,Fox,2008,
CAU350,B350,author86,CAT,2015,
CAU351,B351,author93,CAT,2015,
CAU352,B352,author80,Dog,2011,
CAU353,B353,author66,Fox,2026,
CAU354,B354,author22,CAT,2025,
CAU355,B355,author50,Fox,2020,
CAU356,B356,author68,CAT,2000,
CAU357,B357,author60,CAT,2008,
CAU358,B358,author16,Dog,2010,
CAU359,B359,author49,Dog,2016,
CAU360,B360,author5,CAT,2002,
CAU361,B361,author11,Fox,2013,
CAU362,B362,author55,Wolf,2007,
CAU363,B363,author5,Dog,2025,
CAU364,B364,author38,Dog,2008,
CAU365,B365,author1,CAT,2007,
CAU366,B366,author41,CAT,2005,
CAU367,B367,author47,Fox,2025,
CAU368,B368,author25,Dog,2023,
CAU369,B369,author81,Fox,2020,
CAU370,B370,author45,Dog,2016,
CAU371,B371,author25,Dog,2026,
CAU372,B372,author45,Dog,2026,
CAU373,B373,author20,Fox,2026,
CAU374,B374,author18,Wolf,2025,
CAU375,B375,author34,Fox,2014,
CAU376,B376,author30,Wolf,2000,
CAU377,B377,author25,Dog,2004,
CAU378,B378,author94,Fox,2017,
CAU379,B379,author8,Fox,2013,
CAU380,B380,author55,Dog,2018,
CAU381,B381,author87,CAT,2011,
CAU382,B382,author52,CAT,2004,
CAU383,B383,author11,Wolf,2026,
CAU384,B384,author33,Fox,2026,
CAU385,B385,author24,Fox,2020,
CAU386,B386,author58,Wolf,2010,
CAU387,B387,author7,Fox,2026,
CAU388,B388,author42,Wolf,2008,
CAU389,B389,author83,Dog,2025,
CAU390,B390,author58,Dog,2000,
CAU391,B391,author14,Fox,2029,
CAU392,B392,author24,CAT,2017,
CAU393,B393,author66,CAT,2003,
CAU394,B394,author68,CAT,2014,
CAU395,B395,author28,Wolf,2013,
CAU396,B396,author16,CAT,2017,
CAU397,B397,author75,CAT,2008,
CAU398,B398,author34,Wolf,2003,
CAU399,B399,author16,Fox,2021,
CAU400,B400,author47,CAT,2012,
CAU401,B401,author70,Fox,2014,
CAU402,B402,author18,Dog,2026,
CAU403,B403,author73,Fox,2012,
CAU404,B404,author0,Fox,2019,
CAU405,B405,author84,Fox,2005,
CAU406,B406,author89,CAT,2024,
CAU407,B407,author89,Wolf,2019,
CAU408,B408,author4,Wolf,2022,
CAU409,B409,author98,Wolf,2027,
CAU410,B410,author17,Fox,2011,
CAU411,B411,author13,CAT,2008,
CAU412,B412,author95,Dog,2021,
CAU413,B413,author0,CAT,2011,
CAU414,B414,author43,Dog,2002,
CAU415,B415,author78,Dog,2022,
CAU416,B416,author32,Wolf,2003,
CAU417,B417,author38,Dog,2014,
CAU418,B418,author6,CAT,2000,
CAU419,B419,author81,Fox,2028,
CAU420,B420,author11,Fox,2018,
CAU421,B421,author6,CAT,2018,
CAU422,B422,author24,Dog,2014,
CAU423,B423,author3,CAT,2012,
CAU424,B424,author56,Dog,2024,
CAU425,B425,author12,Wolf,2022,
CAU426,B426,author16,Dog,2016,
CAU427,B427,author51,Dog,2002,
CAU428,B428,author68,Fox,2003,
CAU429,B429,author3,Wolf,2011,
CAU430,B430,author46,Fox,2020,
CAU431,B431,author89,Dog,2014,
CAU432,B432,author53,Fox,2021,
CAU433,B433,author24,CAT,2022,
CAU434,B434,author72,Dog,2016,
CAU435,B435,author87,Fox,2013,
CAU436,B436,author63,Wolf,2010,
CAU437,B437,author33,Dog,2017,
CAU438,B438,author62,Fox,2007,
CAU439,B439,author19,Fox,2013,
CAU440,B440,author57,CAT,2020,
CAU441,B441,author28,CAT,2027,
CAU442,B442,author47,Fox,2004,
CAU443,B443,author29,Fox,2008,
CAU444,B444,author34,Fox,2021,
CAU445,B445,author82,Fox,2005,
CAU446,B446,author83,CAT,2025,
CAU447,B447,author55,Fox,2004,
CAU448,B448,author32,Wolf,2005,
CAU449,B449,author67,Fox,2016,
CAU450,B450,author97,CAT,2001,
CAU451,B451,author23,Fox,2007,
CAU452,B452,author92,Dog,2017,
CAU453,B453,author64,Dog,2015,
CAU454,B454,author95,Fox,2008,
CAU455,B455,author48,CAT,2003,
CAU456,B456,author41,Wolf,2016,
CAU457,B457,author37,Fox,2025,
CAU458,B458,author33,CAT,2019,
CAU459,B459,author22,Fox,2024,
CAU460,B460,author78,Wolf,2006,
CAU461,B461,author37,CAT,2010,
CAU462,B462,author42,Fox,2028,
CAU463,B463,author96,Wolf,2029,
CAU464,B464,author38,Dog,2008,
CAU465,B465,author60,Wolf,2014,
CAU466,B466,author19,Wolf,2005,
CAU467,B467,author40,CAT,2013,
CAU468,B468,author91,Dog,2027,
CAU469,B469,author76,Wolf,2015,
CAU470,B470,author85,Dog,2025,
CAU471,B471,author98,CAT,2001,
CAU472,B472,author52,Dog,2004,
CAU473,B473,author99,Fox,2001,
CAU474,B474,author78,Dog,2012,
CAU475,B475,author46,Dog,2010,
CAU476,B476,author33,CAT,2001,
CAU477,B477,author76,Wolf,2025,
CAU478,B478,author97,Fox,2021,
CAU479,B479,author96,Dog,2025,
CAU480,B480,author14,Dog,2027,
CAU481,B481,author65,Wolf,2015,
CAU482,B482,author31,Dog,2002,
CAU483,B483,author34,CAT,2015,
CAU484,B484,author78,Wolf,2017,
CAU485,B485,author2,Fox,2015,
CAU486,B486,author98,Dog,2008,
CAU487,B487,author45,Dog,2023,
CAU488,B488,author25,Wolf,2000,
CAU489,B489,author9,Dog,2020,
CAU490,B490,author93,Dog,2017,
CAU491,B491,author52,Wolf,2021,
CAU492,B492,author65,Fox,2002,
CAU493,B493,author62,Fox,2023,
CAU494,B494,author25,CAT,2006,
CAU495,B495,author59,CAT,2021,
CAU496,B496,author95,Dog,2018,
CAU497,B497,author18,Wolf,2006,
CAU498,B498,author3,Dog,2021,
CAU499,B499,author72,CAT,2010,
CAU500,B500,author60,Fox,2009,
CAU501,B501,author52,Fox,2029,
CAU502,B502,author51,Dog,2029,
CAU503,B503,author32,Fox,2015,
CAU504,B504,author77,Fox,2029,
CAU505,B505,author55,Dog,2003,
CAU506,B506,author49,Wolf,2018,
CAU507,B507,author5,CAT,2024,
CAU508,B508,author68,Wolf,2011,
CAU509,B509,author87,Fox,2018,
CAU510,B510,author13,Fox,2007,
CAU511,B511,author83,CAT,2011,
CAU512,B512,author4,Wolf,2004,
CAU513,B513,author2,Dog,2024,
CAU514,B514,author0,Wolf,2007,
CAU515,B515,author25,CAT,2001,
CAU516,B516,author68,Dog,2029,
CAU517,B517,author15,CAT,2009,
CAU518,B518,author50,CAT,2001,
CAU519,B519,author31,Dog,2021,
CAU520,B520,author98,Fox,2014,
CAU521,B521,author36,Dog,2019,
CAU522,B522,author18,Wolf,2023,
CAU523,B523,author78,Wolf,2001,
CAU524,B524,author99,Dog,2021,
CAU525,B525,author90,Dog,2021,
CAU526,B526,author4,Wolf,2018,
CAU527,B527,author97,Dog,2025,
CAU528,B528,author95,Wolf,2021,
CAU529,B529,author78,Dog,2026,
CAU530,B530,author67,Fox,2006,
CAU531,B531,author78,CAT,2009,
CAU532,B532,author25,CAT,2010,
CAU533,B533,author73,Dog,2018,
CAU534,B534,author0,Wolf,2005,
CAU535,B535,author81,Wolf,2020,
CAU536,B536,author61,Dog,2006,
CAU537,B537,author56,Dog,2017,
CAU538,B538,author48,Dog,2013,
CAU539,B539,author73,Wolf,2012,
CAU540,B540,author59,Dog,2004,
CAU541,B541,author30,Dog,2001,
CAU542,B542,author62,CAT,2008,
CAU543,B543,author23,Dog,2021,
CAU544,B544,author36,Wolf,2018,
CAU545,B545,author36,Fox,2002,
CAU546,B546,author79,CAT,2029,
CAU547,B547,author33,Dog,2021,
CAU548,B548,author45,Fox,2014,
CAU549,B549,author80,Wolf,2021,
CAU550,B550,author22,Dog,2015,
CAU551,B551,author65,Fox,2015,
CAU552,B552,author31,Fox,2011,
CAU553,B553,author70,Wolf,2020,
CAU554,B554,author58,Wolf,2012,
CAU555,B555,author12,Dog,2008,
CAU556,B556,author78,Dog,2028,
CAU557,B557,author35,Dog,2013,
CAU558,B558,author91,CAT,2000,
CAU559,B559,author42,CAT,2024,
CAU560,B560,author38,CAT,2006,
CAU561,B561,author47,Fox,2008,
CAU562,B562,author57,CAT,2028,
CAU563,B563,author71,Dog,2000,
CAU564,B564,author20,Dog,2015,
CAU565,B565,author16,Fox,2003,
CAU566,B566,author11,CAT,2028,
CAU567,B567,author31,Fox,2001,
CAU568,B568,author51,Dog,2022,
CAU569,B569,author41,CAT,2022,
CAU570,B570,author19,Wolf,2021,
CAU571,B571,author35,Wolf,2027,
CAU572,B572,author97,Fox,2028,
CAU573,B573,author46,Dog,2010,
CAU574,B574,author96,Fox,2004,
CAU575,B575,author65,CAT,2016,
CAU576,B576,author93,Wolf,2020,
CAU577,B577,author85,CAT,2017,
CAU578,B578,author26,Dog,2015,
CAU579,B579,author2,Fox,2002,
CAU580,B580,author84,Fox,2022,
CAU581,B581,author92,Dog,2000,
CAU582,B582,author15,Wolf,2010,
CAU583,B583,author27,Dog,2028,
CAU584,B584,author45,Fox,2021,
CAU585,B585,author54,CAT,2025,
CAU586,B586,author67,CAT,2007,
CAU587,B587,author1,Wolf,2025,
CAU588,B588,author67,CAT,2009,
CAU589,B589,author44,CAT,2028,
CAU590,B590,author56,Fox,2025,
CAU591,B591,author26,CAT,2018,
CAU592,B592,author28,Wolf,2014,
CAU593,B593,author7,CAT,2003,
CAU594,B594,author24,CAT,2023,
CAU595,B595,author11,Wolf,2014,
CAU596,B596,author35,CAT,2008,
CAU597,B597,author28,Fox,2009,
CAU598,B598,author8,Wolf,2004,
CAU599,B599,author27,Fox,2015,
CAU600,B600,author75,Fox,2026,
CAU601,B601,author32,Fox,2014,
CAU602,B602,author78,Wolf,2004,
CAU603,B603,author67,CAT,2009,
CAU604,B604,author39,Wolf,2017,
CAU605,B605,author5,Dog,2028,
CAU606,B606,author36,CAT,2005,
CAU607,B607,author39,CAT,2023,
CAU608,B608,author8,Fox,2022,
CAU609,B609,author54,CAT,2019,
CAU610,B610,author48,CAT,2007,
CAU611,B611,author80,Wolf,2015,
CAU612,B612,author46,CAT,2008,
CAU613,B613,author47,CAT,2015,
CAU614,B614,author84,CAT,2024,
CAU615,B615,author73,Wolf,2006,
CAU616,B616,author54,Fox,2017,
CAU617,B617,author58,Fox,2021,
CAU618,B618,author23,Wolf,2004,
CAU619,B619,author22,Dog,2028,
CAU620,B620,author69,Wolf,2017,
CAU621,B621,author30,Wolf,2022,
CAU622,B622,author50,Fox,2002,
CAU623,B623,author90,CAT,2012,
CAU624,B624,author22,CAT,2014,
CAU625,B625,author53,Fox,2012,
CAU626,B626,author24,CAT,2003,
CAU627,B627,author77,Wolf,2024,
CAU628,B628,author83,Wolf,2017,
CAU629,B629,author25,Fox,2011,
CAU630,B630,author69,CAT,2009,
CAU631,B631,author90,CAT,2017,
CAU632,B632,author9,CAT,2011,
CAU633,B633,author7,Wolf,2013,
CAU634,B634,author13,Dog,2021,
CAU635,B635,author20,CAT,2003,
CAU636,B636,author41,Fox,2026,
CAU637,B637,author22,Wolf,2020,
CAU638,B638,author46,Dog,2012,
CAU639,B639,author6,Dog,2001,
CAU640,B640,author8,Fox,2003,
CAU641,B641,author43,Wolf,2022,
CAU642,B642,author25,Wolf,2023,
CAU643,B643,author82,CAT,2018,
CAU644,B644,author75,Dog,2003,
CAU645,B645,author50,Dog,2003,
CAU646,B646,author42,Dog,2019,
CAU647,B647,author63,Dog,2027,
CAU648,B648,author44,Wolf,2001,
CAU649,B649,author4,Dog,2025,
CAU650,B650,author72,Dog,2013,
CAU651,B651,author95,Fox,2029,
CAU652,B652,author37,CAT,2004,
CAU653,B653,author95,Fox,2024,
CAU654,B654,author23,Dog,2007,
CAU655,B655,author88,Wolf,2021,
CAU656,B656,author63,Fox,2005,
CAU657,B657,author72,Wolf,2027,
CAU658,B658,author25,Fox,2011,
CAU659,B659,author2,Wolf,2007,
CAU660,B660,author51,Fox,2000,
CAU661,B661,author68,Fox,2011,
CAU662,B662,author51,Fox,2026,
CAU663,B663,author43,Wolf,2029,
CAU664,B664,author66,Fox,2026,
CAU665,B665,author68,Dog,2029,
CAU666,B666,author37,Wolf,2027,
CAU667,B667,author87,CAT,2016,
CAU668,B668,author51,Fox,2007,
CAU669,B669,author54,Wolf,2020,
CAU670,B670,author77,CAT,2001,
CAU671,B671,author43,Wolf,2004,
CAU672,B672,author57,Dog,2027,
CAU673,B673,author68,Dog,2001,
CAU674,B674,author93,Fox,2024,
CAU675,B675,author21,Dog,2019,
CAU676,B676,author26,Dog,2007,
CAU677,B677,author96,Fox,2011,
CAU678,B678,author25,Fox,2019,
CAU679,B679,author33,Dog,2028,
CAU680,B680,author39,Fox,2018,
CAU681,B681,author49,Dog,2019,
CAU682,B682,author16,Wolf,2003,
CAU683,B683,author43,Dog,2000,
CAU684,B684,author24,Wolf,2009,
CAU685,B685,author39,Dog,2025,
CAU686,B686,author39,CAT,2028,
CAU687,B687,author14,Wolf,2004,
CAU688,B688,author19,CAT,2006,
CAU689,B689,author50,Fox,2008,
CAU690,B690,author3,Fox,2019,
CAU691,B691,author1,Dog,2022,
CAU692,B692,author37,Wolf,2011,
CAU693,B693,author85,CAT,2015,
CAU694,B694,author60,Fox,2009,
CAU695,B695,author81,CAT,2010,
CAU696,B696,author65,Dog,2014,
CAU697,B697,author77,Fox,2004,
CAU698,B698,author24,Wolf,2027,
CAU699,B699,author28,CAT,2007,
CAU700,B700,author57,CAT,2007,
CAU701,B701,author35,Wolf,2001,
CAU702,B702,author46,Wolf,2026,
CAU703,B703,author61,Wolf,2025,
CAU704,B704,author31,Dog,2029,
CAU705,B705,author69,Wolf,2019,
CAU706,B706,author36,Fox,2011,
CAU707,B707,author44,Dog,2001,
CAU708,B708,author64,Fox,2018,
CAU709,B709,author18,Wolf,2027,
CAU710,B710,author92,CAT,2000,
CAU711,B711,author3,CAT,2004,
CAU712,B712,author81,Wolf,2026,
CAU713,B713,author30,Dog,2017,
CAU714,B714,author9,Dog,2009,
CAU715,B715,author27,Wolf,2021,
CAU716,B716,author32,Wolf,2004,
CAU717,B717,author92,Wolf,2013,
CAU718,B718,author31,Wolf,2000,
CAU719,B719,author63,CAT,2024,
CAU720,B720,author23,CAT,2008,
CAU721,B721,author77,CAT,2025,
CAU722,B722,author94,Wolf,2020,
CAU723,B723,author60,Wolf,2003,
CAU724,B724,author11,Fox,2008,
CAU725,B725,author91,Fox,2020,
CAU726,B726,author4,CAT,2011,
